timestamp,hour,is_peak_hour,total_current,current_change_rate,overload_flag,main_contributor
2026-02-07T16:43:02.974651,16,False,11.23,-1.32,False,5
2026-02-07T16:43:03.989724,16,False,7.58,-3.65,False,3
2026-02-07T16:43:05.007496,16,False,9.24,1.66,False,3
2026-02-07T16:43:06.021639,16,False,10.08,0.84,False,4
2026-02-07T16:43:07.044858,16,False,8.13,-1.95,False,2
2026-02-07T16:43:08.067899,16,False,10.09,1.96,False,3
2026-02-07T16:43:09.087876,16,False,5.58,-4.51,False,2
2026-02-07T16:43:10.107494,16,False,7.87,2.29,False,5
2026-02-07T16:43:11.126476,16,False,12.45,4.58,False,4
2026-02-07T16:43:12.141192,16,False,7.42,-5.03,False,3
2026-02-07T16:43:13.162340,16,False,9.83,2.41,False,4
2026-02-07T16:43:14.182005,16,False,10.07,0.24,False,4
2026-02-07T16:43:15.197329,16,False,8.87,-1.2,False,3
2026-02-07T16:43:16.221005,16,False,10.93,2.06,False,4
2026-02-07T16:43:17.244942,16,False,7.49,-3.44,False,2
2026-02-07T16:43:18.260141,16,False,11.43,3.94,False,5
2026-02-07T16:43:19.276887,16,False,9.57,-1.86,False,3
2026-02-07T16:43:20.300007,16,False,7.83,-1.74,False,2
2026-02-07T16:43:21.316879,16,False,12.66,4.83,False,3
2026-02-07T16:43:22.334420,16,False,8.96,-3.7,False,4
2026-02-07T16:43:23.356981,16,False,9.7,0.74,False,1
2026-02-07T16:43:24.378307,16,False,10.95,1.25,False,3
2026-02-07T16:43:25.407732,16,False,14.41,3.46,False,1
2026-02-07T16:43:26.431747,16,False,11.98,-2.43,False,1
2026-02-07T16:43:27.453780,16,False,8.52,-3.46,False,4
2026-02-07T16:43:28.474779,16,False,9.75,1.23,False,4
2026-02-07T16:43:29.494636,16,False,11.35,1.6,False,5
2026-02-07T16:43:30.521093,16,False,13.67,2.32,False,2
2026-02-07T16:43:31.546573,16,False,8.24,-5.43,False,1
2026-02-07T16:43:32.567225,16,False,8.39,0.15,False,3
2026-02-07T16:43:33.588444,16,False,9.64,1.25,False,1
2026-02-07T16:43:43.506752,16,False,9.18,-0.46,False,2
2026-02-07T16:43:43.542942,16,False,9.23,0.05,False,2
2026-02-07T16:43:43.571308,16,False,12.31,3.08,False,3
2026-02-07T16:43:43.600626,16,False,9.66,-2.65,False,2
2026-02-07T16:43:43.629818,16,False,8.72,-0.94,False,5
2026-02-07T16:43:43.658154,16,False,9.17,0.45,False,3
2026-02-07T16:43:43.690342,16,False,10.28,1.11,False,4
2026-02-07T16:43:43.719674,16,False,7.19,-3.09,False,5
2026-02-07T16:43:43.757918,16,False,12.17,4.98,False,3
2026-02-07T16:43:43.814091,16,False,7.12,-5.05,False,1
2026-02-07T16:43:43.867343,16,False,11.18,4.06,False,5
2026-02-07T16:43:43.906609,16,False,8.22,-2.96,False,1
2026-02-07T16:43:43.938577,16,False,11.63,3.41,False,2
2026-02-07T16:43:43.964875,16,False,6.49,-5.14,False,2
2026-02-07T16:43:43.990972,16,False,4.87,-1.62,False,3
2026-02-07T16:43:44.017472,16,False,9.01,4.14,False,2
2026-02-07T16:43:44.042624,16,False,11.27,2.26,False,1
2026-02-07T16:43:44.066857,16,False,10.8,-0.47,False,1
2026-02-07T16:43:44.092100,16,False,11.31,0.51,False,3
2026-02-07T16:43:44.117985,16,False,12.36,1.05,False,2
2026-02-07T16:43:44.142575,16,False,10.26,-2.1,False,3
2026-02-07T16:43:44.166793,16,False,8.36,-1.9,False,5
2026-02-07T16:43:44.191088,16,False,6.16,-2.2,False,1
2026-02-07T16:43:44.215483,16,False,12.0,5.84,False,3
2026-02-07T16:43:44.240228,16,False,6.06,-5.94,False,2
2026-02-07T16:43:44.265911,16,False,6.32,0.26,False,2
2026-02-07T16:43:44.298874,16,False,13.17,6.85,False,4
2026-02-07T16:43:44.326829,16,False,7.26,-5.91,False,1
2026-02-07T16:43:44.357467,16,False,11.34,4.08,False,1
2026-02-07T16:43:44.391246,16,False,7.74,-3.6,False,1
2026-02-07T16:43:44.419356,16,False,9.54,1.8,False,2
2026-02-07T16:43:44.447332,16,False,4.9,-4.64,False,4
2026-02-07T16:43:44.477958,16,False,8.43,3.53,False,1
2026-02-07T16:43:44.504646,16,False,9.6,1.17,False,3
2026-02-07T16:43:44.530090,16,False,11.21,1.61,False,4
2026-02-07T16:43:44.555970,16,False,10.3,-0.91,False,4
2026-02-07T16:43:44.582407,16,False,8.9,-1.4,False,4
2026-02-07T16:43:44.610624,16,False,5.33,-3.57,False,1
2026-02-07T16:43:44.640545,16,False,7.69,2.36,False,2
2026-02-07T16:43:44.667799,16,False,8.39,0.7,False,5
2026-02-07T16:43:44.693955,16,False,10.62,2.23,False,5
2026-02-07T16:43:44.720400,16,False,9.49,-1.13,False,3
2026-02-07T16:43:44.746491,16,False,9.9,0.41,False,3
2026-02-07T16:43:44.772380,16,False,9.27,-0.63,False,2
2026-02-07T16:43:44.797585,16,False,8.04,-1.23,False,5
2026-02-07T16:43:44.822378,16,False,8.92,0.88,False,3
2026-02-07T16:43:44.850842,16,False,6.87,-2.05,False,4
2026-02-07T16:43:44.880660,16,False,9.74,2.87,False,5
2026-02-07T16:43:44.911137,16,False,10.83,1.09,False,2
2026-02-07T16:43:44.937733,16,False,9.8,-1.03,False,2
2026-02-07T16:43:44.969334,16,False,12.18,2.38,False,4
2026-02-07T16:43:45.000819,16,False,15.23,3.05,True,4
2026-02-07T16:43:45.033369,16,False,7.54,-7.69,False,3
2026-02-07T16:43:45.060612,16,False,7.26,-0.28,False,2
2026-02-07T16:43:45.087412,16,False,10.21,2.95,False,3
2026-02-07T16:43:45.115367,16,False,9.77,-0.44,False,3
2026-02-07T16:43:45.143799,16,False,7.83,-1.94,False,5
2026-02-07T16:43:45.172319,16,False,4.63,-3.2,False,4
2026-02-07T16:43:45.199569,16,False,9.2,4.57,False,4
2026-02-07T16:43:45.225512,16,False,10.45,1.25,False,2
2026-02-07T16:43:45.253532,16,False,8.68,-1.77,False,2
2026-02-07T16:43:45.278422,16,False,10.95,2.27,False,4
2026-02-07T16:43:45.305907,16,False,6.96,-3.99,False,4
2026-02-07T16:43:45.332108,16,False,7.23,0.27,False,5
2026-02-07T16:43:45.359505,16,False,8.25,1.02,False,4
2026-02-07T16:43:45.388373,16,False,6.06,-2.19,False,5
2026-02-07T16:43:45.418630,16,False,7.95,1.89,False,1
2026-02-07T16:43:45.440850,16,False,8.31,0.36,False,1
2026-02-07T16:43:45.464318,16,False,9.71,1.4,False,5
2026-02-07T16:43:45.495545,16,False,7.92,-1.79,False,3
2026-02-07T16:43:45.524926,16,False,9.64,1.72,False,2
2026-02-07T16:43:45.556624,16,False,7.24,-2.4,False,5
2026-02-07T16:43:45.585405,16,False,10.63,3.39,False,2
2026-02-07T16:43:45.615666,16,False,7.26,-3.37,False,1
2026-02-07T16:43:45.646819,16,False,6.43,-0.83,False,1
2026-02-07T16:43:45.676207,16,False,10.67,4.24,False,2
2026-02-07T16:43:45.706400,16,False,9.41,-1.26,False,5
2026-02-07T16:43:45.738940,16,False,8.65,-0.76,False,1
2026-02-07T16:43:45.772138,16,False,8.92,0.27,False,1
2026-02-07T16:43:45.805977,16,False,8.32,-0.6,False,3
2026-02-07T16:43:45.838676,16,False,8.04,-0.28,False,4
2026-02-07T16:43:45.874859,16,False,10.91,2.87,False,2
2026-02-07T16:43:45.912838,16,False,12.49,1.58,False,2
2026-02-07T16:43:45.946484,16,False,11.23,-1.26,False,5
2026-02-07T16:43:45.979256,16,False,12.61,1.38,False,2
2026-02-07T16:43:46.011534,16,False,8.74,-3.87,False,1
2026-02-07T16:43:46.039202,16,False,9.54,0.8,False,1
2026-02-07T16:43:46.063507,16,False,14.95,5.41,False,3
2026-02-07T16:43:46.090447,16,False,5.16,-9.79,False,1
2026-02-07T16:43:46.114451,16,False,10.7,5.54,False,3
2026-02-07T16:43:46.139500,16,False,9.42,-1.28,False,3
2026-02-07T16:43:46.167780,16,False,7.39,-2.03,False,5
2026-02-07T16:43:46.191363,16,False,6.38,-1.01,False,3
2026-02-07T16:43:46.215088,16,False,5.48,-0.9,False,2
2026-02-07T16:43:46.243319,16,False,9.68,4.2,False,2
2026-02-07T16:43:46.269521,16,False,9.55,-0.13,False,3
2026-02-07T16:43:46.297418,16,False,10.93,1.38,False,3
2026-02-07T16:43:46.327132,16,False,13.29,2.36,False,1
2026-02-07T16:43:46.356598,16,False,14.74,1.45,False,1
2026-02-07T16:43:46.385874,16,False,8.9,-5.84,False,2
2026-02-07T16:43:46.413383,16,False,17.39,8.49,True,3
2026-02-07T16:43:46.445792,16,False,11.19,-6.2,False,5
2026-02-07T16:43:46.479978,16,False,10.62,-0.57,False,4
2026-02-07T16:43:46.514818,16,False,10.28,-0.34,False,4
2026-02-07T16:43:46.548890,16,False,8.88,-1.4,False,1
2026-02-07T16:43:46.583042,16,False,13.13,4.25,False,1
2026-02-07T16:43:46.618283,16,False,10.27,-2.86,False,1
2026-02-07T16:43:46.653089,16,False,9.32,-0.95,False,3
2026-02-07T16:43:46.686167,16,False,10.81,1.49,False,2
2026-02-07T16:43:46.719819,16,False,10.99,0.18,False,5
2026-02-07T16:43:46.752481,16,False,7.41,-3.58,False,4
2026-02-07T16:43:46.789653,16,False,9.94,2.53,False,3
2026-02-07T16:43:46.843122,16,False,9.72,-0.22,False,5
2026-02-07T16:43:46.885595,16,False,11.72,2.0,False,5
2026-02-07T16:43:46.918342,16,False,13.84,2.12,False,2
2026-02-07T16:43:46.961348,16,False,9.09,-4.75,False,1
2026-02-07T16:43:47.004583,16,False,10.99,1.9,False,3
2026-02-07T16:43:47.052566,16,False,10.2,-0.79,False,3
2026-02-07T16:43:47.090584,16,False,8.99,-1.21,False,1
2026-02-07T16:43:47.127733,16,False,7.71,-1.28,False,5
2026-02-07T16:43:47.160417,16,False,11.51,3.8,False,1
2026-02-07T16:43:47.189126,16,False,10.29,-1.22,False,2
2026-02-07T16:43:47.220706,16,False,8.08,-2.21,False,2
2026-02-07T16:43:47.254560,16,False,8.53,0.45,False,1
2026-02-07T16:43:47.289945,16,False,10.58,2.05,False,3
2026-02-07T16:43:47.316811,16,False,9.74,-0.84,False,3
2026-02-07T16:43:47.344273,16,False,9.73,-0.01,False,1
2026-02-07T16:43:47.375096,16,False,12.07,2.34,False,5
2026-02-07T16:43:47.405808,16,False,10.89,-1.18,False,3
2026-02-07T16:43:47.437886,16,False,9.03,-1.86,False,2
2026-02-07T16:43:47.464946,16,False,8.35,-0.68,False,1
2026-02-07T16:43:47.494037,16,False,11.47,3.12,False,1
2026-02-07T16:43:47.518840,16,False,10.89,-0.58,False,4
2026-02-07T16:43:47.545547,16,False,9.79,-1.1,False,5
2026-02-07T16:43:47.569902,16,False,7.2,-2.59,False,5
2026-02-07T16:43:47.596850,16,False,12.01,4.81,False,3
2026-02-07T16:43:47.622406,16,False,8.35,-3.66,False,5
2026-02-07T16:43:47.650128,16,False,5.9,-2.45,False,2
2026-02-07T16:43:47.676168,16,False,9.91,4.01,False,4
2026-02-07T16:43:47.702269,16,False,17.0,7.09,True,5
2026-02-07T16:43:47.730924,16,False,7.39,-9.61,False,2
2026-02-07T16:43:47.764009,16,False,14.02,6.63,False,2
2026-02-07T16:43:47.794161,16,False,8.68,-5.34,False,4
2026-02-07T16:43:47.822497,16,False,13.52,4.84,False,1
2026-02-07T16:43:47.849520,16,False,8.92,-4.6,False,5
2026-02-07T16:43:47.877261,16,False,7.84,-1.08,False,5
2026-02-07T16:43:47.909773,16,False,5.82,-2.02,False,2
2026-02-07T16:43:47.937340,16,False,10.65,4.83,False,4
2026-02-07T16:43:47.967093,16,False,7.05,-3.6,False,4
2026-02-07T16:43:47.992252,16,False,5.96,-1.09,False,1
2026-02-07T16:43:48.018109,16,False,9.62,3.66,False,5
2026-02-07T16:43:48.043408,16,False,13.74,4.12,False,1
2026-02-07T16:43:48.069859,16,False,13.91,0.17,False,5
2026-02-07T16:43:48.097206,16,False,7.68,-6.23,False,4
2026-02-07T16:43:48.127136,16,False,9.75,2.07,False,2
2026-02-07T16:43:48.156289,16,False,12.79,3.04,False,3
2026-02-07T16:43:48.185011,16,False,9.41,-3.38,False,3
2026-02-07T16:43:48.211897,16,False,8.23,-1.18,False,1
2026-02-07T16:43:48.237484,16,False,8.82,0.59,False,5
2026-02-07T16:43:48.266310,16,False,9.17,0.35,False,5
2026-02-07T16:43:48.293227,16,False,10.46,1.29,False,2
2026-02-07T16:43:48.323152,16,False,13.71,3.25,False,4
2026-02-07T16:43:48.352256,16,False,7.61,-6.1,False,5
2026-02-07T16:43:48.380647,16,False,7.87,0.26,False,3
2026-02-07T16:43:48.408444,16,False,8.85,0.98,False,2
2026-02-07T16:43:48.436868,16,False,6.4,-2.45,False,1
2026-02-07T16:43:48.461941,16,False,10.54,4.14,False,3
2026-02-07T16:43:48.486009,16,False,12.79,2.25,False,5
2026-02-07T16:43:48.509995,16,False,9.2,-3.59,False,4
2026-02-07T16:43:48.536273,16,False,11.42,2.22,False,2
2026-02-07T16:43:48.565847,16,False,11.96,0.54,False,2
2026-02-07T16:43:48.595138,16,False,8.91,-3.05,False,5
2026-02-07T16:43:48.624843,16,False,12.13,3.22,False,1
2026-02-07T16:43:48.655986,16,False,9.48,-2.65,False,2
2026-02-07T16:43:48.688763,16,False,7.69,-1.79,False,4
2026-02-07T16:43:48.721569,16,False,9.1,1.41,False,1
2026-02-07T16:43:48.749444,16,False,13.24,4.14,False,4
2026-02-07T16:43:48.775842,16,False,7.05,-6.19,False,2
2026-02-07T16:43:48.806593,16,False,8.95,1.9,False,4
2026-02-07T16:43:48.838224,16,False,9.52,0.57,False,4
2026-02-07T16:43:48.871670,16,False,10.45,0.93,False,3
2026-02-07T16:43:48.906170,16,False,11.1,0.65,False,2
2026-02-07T16:43:48.940476,16,False,9.24,-1.86,False,2
2026-02-07T16:43:48.971925,16,False,8.23,-1.01,False,1
2026-02-07T16:43:49.003206,16,False,6.89,-1.34,False,1
2026-02-07T16:43:49.037725,16,False,9.06,2.17,False,2
2026-02-07T16:43:49.070692,16,False,4.33,-4.73,False,5
2026-02-07T16:43:49.103849,16,False,8.82,4.49,False,2
2026-02-07T16:43:49.135908,16,False,11.67,2.85,False,4
2026-02-07T16:43:49.170943,16,False,6.75,-4.92,False,4
2026-02-07T16:43:49.205374,16,False,8.72,1.97,False,5
2026-02-07T16:43:49.237930,16,False,9.96,1.24,False,5
2026-02-07T16:43:49.271593,16,False,8.86,-1.1,False,5
2026-02-07T16:43:49.302541,16,False,15.02,6.16,True,1
2026-02-07T16:43:49.333938,16,False,9.63,-5.39,False,1
2026-02-07T16:43:49.367646,16,False,13.83,4.2,False,3
2026-02-07T16:43:49.401994,16,False,9.34,-4.49,False,2
2026-02-07T16:43:49.433753,16,False,9.53,0.19,False,3
2026-02-07T16:43:49.468493,16,False,9.0,-0.53,False,5
2026-02-07T16:43:49.503919,16,False,7.89,-1.11,False,1
2026-02-07T16:43:49.539705,16,False,10.65,2.76,False,5
2026-02-07T16:43:49.574904,16,False,9.47,-1.18,False,3
2026-02-07T16:43:49.608962,16,False,6.68,-2.79,False,4
2026-02-07T16:43:49.641276,16,False,7.43,0.75,False,2
2026-02-07T16:43:49.671894,16,False,9.6,2.17,False,5
2026-02-07T16:43:49.703883,16,False,11.58,1.98,False,5
2026-02-07T16:43:49.738397,16,False,8.14,-3.44,False,1
2026-02-07T16:43:49.783237,16,False,7.45,-0.69,False,5
2026-02-07T16:43:49.830917,16,False,7.95,0.5,False,3
2026-02-07T16:43:49.879856,16,False,7.5,-0.45,False,2
2026-02-07T16:43:49.921131,16,False,9.13,1.63,False,3
2026-02-07T16:43:49.949355,16,False,9.55,0.42,False,5
2026-02-07T16:43:49.975200,16,False,11.03,1.48,False,1
2026-02-07T16:43:50.001532,16,False,4.98,-6.05,False,4
2026-02-07T16:43:50.028211,16,False,7.62,2.64,False,3
2026-02-07T16:43:50.059003,16,False,9.19,1.57,False,4
2026-02-07T16:43:50.085929,16,False,11.53,2.34,False,4
2026-02-07T16:43:50.115138,16,False,6.41,-5.12,False,3
2026-02-07T16:43:50.143485,16,False,6.76,0.35,False,2
2026-02-07T16:43:50.173584,16,False,8.11,1.35,False,5
2026-02-07T16:43:50.204373,16,False,13.48,5.37,False,4
2026-02-07T16:43:50.233973,16,False,10.99,-2.49,False,5
2026-02-07T16:43:50.259689,16,False,7.64,-3.35,False,1
2026-02-07T16:43:50.287786,16,False,13.8,6.16,False,5
2026-02-07T16:43:50.314696,16,False,12.66,-1.14,False,2
2026-02-07T16:43:50.339402,16,False,9.44,-3.22,False,2
2026-02-07T16:43:50.366951,16,False,6.87,-2.57,False,3
2026-02-07T16:43:50.392079,16,False,13.72,6.85,False,4
2026-02-07T16:43:50.420175,16,False,9.43,-4.29,False,5
2026-02-07T16:43:50.444876,16,False,8.64,-0.79,False,3
2026-02-07T16:43:50.469409,16,False,9.1,0.46,False,2
2026-02-07T16:43:50.490768,16,False,15.14,6.04,True,4
2026-02-07T16:43:50.515163,16,False,9.53,-5.61,False,4
2026-02-07T16:43:50.541315,16,False,13.83,4.3,False,4
2026-02-07T16:43:50.568684,16,False,11.11,-2.72,False,2
2026-02-07T16:43:50.594668,16,False,8.14,-2.97,False,2
2026-02-07T16:43:50.620914,16,False,8.54,0.4,False,2
2026-02-07T16:43:50.647357,16,False,7.1,-1.44,False,2
2026-02-07T16:43:50.677275,16,False,8.64,1.54,False,2
2026-02-07T16:43:50.710542,16,False,10.06,1.42,False,2
2026-02-07T16:43:50.740914,16,False,8.91,-1.15,False,1
2026-02-07T16:43:50.769612,16,False,15.31,6.4,True,3
2026-02-07T16:43:50.797283,16,False,10.18,-5.13,False,5
2026-02-07T16:43:50.825140,16,False,7.45,-2.73,False,4
2026-02-07T16:43:50.851099,16,False,7.13,-0.32,False,2
2026-02-07T16:43:50.878705,16,False,8.76,1.63,False,4
2026-02-07T16:43:50.906829,16,False,7.94,-0.82,False,3
2026-02-07T16:43:50.935462,16,False,10.54,2.6,False,3
2026-02-07T16:43:50.963308,16,False,5.91,-4.63,False,2
2026-02-07T16:43:50.990222,16,False,7.76,1.85,False,2
2026-02-07T16:43:51.016948,16,False,9.43,1.67,False,3
2026-02-07T16:43:51.042268,16,False,9.12,-0.31,False,5
2026-02-07T16:43:51.068351,16,False,8.24,-0.88,False,3
2026-02-07T16:43:51.096651,16,False,10.38,2.14,False,5
2026-02-07T16:43:51.124353,16,False,8.92,-1.46,False,3
2026-02-07T16:43:51.151484,16,False,8.31,-0.61,False,5
2026-02-07T16:43:51.180002,16,False,7.11,-1.2,False,5
2026-02-07T16:43:51.208448,16,False,12.48,5.37,False,5
2026-02-07T16:43:51.236382,16,False,11.72,-0.76,False,4
2026-02-07T16:43:51.267260,16,False,8.53,-3.19,False,4
2026-02-07T16:43:51.295873,16,False,9.9,1.37,False,1
2026-02-07T16:43:51.318765,16,False,8.96,-0.94,False,4
2026-02-07T16:43:51.343759,16,False,6.39,-2.57,False,2
2026-02-07T16:43:51.382013,16,False,6.83,0.44,False,3
2026-02-07T16:43:51.421733,16,False,8.71,1.88,False,4
2026-02-07T16:43:51.453920,16,False,10.44,1.73,False,1
2026-02-07T16:43:51.492381,16,False,7.02,-3.42,False,4
2026-02-07T16:43:51.520862,16,False,10.88,3.86,False,4
2026-02-07T16:43:51.552859,16,False,9.49,-1.39,False,2
2026-02-07T16:43:51.584151,16,False,12.89,3.4,False,3
2026-02-07T16:43:51.610820,16,False,11.63,-1.26,False,5
2026-02-07T16:43:51.639294,16,False,11.9,0.27,False,4
2026-02-07T16:43:51.666350,16,False,14.7,2.8,False,1
2026-02-07T16:43:51.699129,16,False,10.91,-3.79,False,1
2026-02-07T16:43:51.732916,16,False,5.02,-5.89,False,1
2026-02-07T16:43:51.763233,16,False,9.94,4.92,False,2
2026-02-07T16:43:51.795706,16,False,6.05,-3.89,False,5
2026-02-07T16:43:51.826368,16,False,9.06,3.01,False,4
2026-02-07T16:43:51.859305,16,False,7.77,-1.29,False,1
2026-02-07T16:43:51.890632,16,False,4.93,-2.84,False,4
2026-02-07T16:43:51.922781,16,False,15.81,10.88,True,4
2026-02-07T16:43:51.954920,16,False,8.32,-7.49,False,2
2026-02-07T16:43:51.988343,16,False,10.15,1.83,False,3
2026-02-07T16:43:52.026453,16,False,6.51,-3.64,False,2
2026-02-07T16:43:52.058138,16,False,8.73,2.22,False,2
2026-02-07T16:43:52.090496,16,False,8.68,-0.05,False,4
2026-02-07T16:43:52.125761,16,False,9.44,0.76,False,2
2026-02-07T16:43:52.158171,16,False,7.14,-2.3,False,5
2026-02-07T16:43:52.189214,16,False,6.74,-0.4,False,2
2026-02-07T16:43:52.223043,16,False,14.96,8.22,False,2
2026-02-07T16:43:52.253848,16,False,9.71,-5.25,False,1
2026-02-07T16:43:52.285977,16,False,9.25,-0.46,False,3
2026-02-07T16:43:52.317776,16,False,16.81,7.56,True,2
2026-02-07T16:43:52.350219,16,False,7.49,-9.32,False,2
2026-02-07T16:43:52.383287,16,False,10.95,3.46,False,4
2026-02-07T16:43:52.432198,16,False,7.87,-3.08,False,2
2026-02-07T16:43:52.480560,16,False,8.0,0.13,False,2
2026-02-07T16:43:52.517921,16,False,9.32,1.32,False,2
2026-02-07T16:43:52.557487,16,False,7.99,-1.33,False,4
2026-02-07T16:43:52.591976,16,False,7.71,-0.28,False,3
2026-02-07T16:43:52.624775,16,False,7.67,-0.04,False,3
2026-02-07T16:43:52.658516,16,False,11.81,4.14,False,2
2026-02-07T16:43:52.707964,16,False,8.79,-3.02,False,2
2026-02-07T16:43:52.769322,16,False,8.16,-0.63,False,3
2026-02-07T16:43:52.810204,16,False,9.06,0.9,False,1
2026-02-07T16:43:52.850588,16,False,10.39,1.33,False,4
2026-02-07T16:43:52.879600,16,False,9.83,-0.56,False,5
2026-02-07T16:43:52.910573,16,False,13.8,3.97,False,2
2026-02-07T16:43:52.939351,16,False,10.54,-3.26,False,1
2026-02-07T16:43:52.969109,16,False,6.21,-4.33,False,2
2026-02-07T16:43:52.997359,16,False,14.38,8.17,False,5
2026-02-07T16:43:53.023648,16,False,8.24,-6.14,False,1
2026-02-07T16:43:53.053121,16,False,9.93,1.69,False,5
2026-02-07T16:43:53.078869,16,False,8.89,-1.04,False,1
2026-02-07T16:43:53.106189,16,False,6.7,-2.19,False,3
2026-02-07T16:43:53.131285,16,False,8.62,1.92,False,2
2026-02-07T16:43:53.157402,16,False,12.05,3.43,False,2
2026-02-07T16:43:53.187642,16,False,6.25,-5.8,False,1
2026-02-07T16:43:53.219398,16,False,11.99,5.74,False,4
2026-02-07T16:43:53.249470,16,False,12.34,0.35,False,2
2026-02-07T16:43:53.275813,16,False,14.06,1.72,False,2
2026-02-07T16:43:53.304541,16,False,7.17,-6.89,False,2
2026-02-07T16:43:53.333950,16,False,17.01,9.84,True,1
2026-02-07T16:43:53.363482,16,False,8.99,-8.02,False,3
2026-02-07T16:43:53.395138,16,False,7.84,-1.15,False,1
2026-02-07T16:43:53.426588,16,False,13.31,5.47,False,4
2026-02-07T16:43:53.456990,16,False,5.42,-7.89,False,3
2026-02-07T16:43:53.486815,16,False,11.07,5.65,False,5
2026-02-07T16:43:53.514819,16,False,9.43,-1.64,False,2
2026-02-07T16:43:53.544765,16,False,8.03,-1.4,False,3
2026-02-07T16:43:53.571786,16,False,8.0,-0.03,False,1
2026-02-07T16:43:53.596349,16,False,7.92,-0.08,False,3
2026-02-07T16:43:53.623769,16,False,11.02,3.1,False,1
2026-02-07T16:43:53.649396,16,False,6.76,-4.26,False,3
2026-02-07T16:43:53.675329,16,False,8.0,1.24,False,4
2026-02-07T16:43:53.705018,16,False,11.34,3.34,False,1
2026-02-07T16:43:53.732251,16,False,10.39,-0.95,False,5
2026-02-07T16:43:53.760176,16,False,14.29,3.9,False,1
2026-02-07T16:43:53.787661,16,False,7.18,-7.11,False,4
2026-02-07T16:43:53.815617,16,False,9.06,1.88,False,4
2026-02-07T16:43:53.842899,16,False,6.41,-2.65,False,5
2026-02-07T16:43:53.873640,16,False,11.32,4.91,False,3
2026-02-07T16:43:53.901455,16,False,10.52,-0.8,False,2
2026-02-07T16:43:53.926261,16,False,8.76,-1.76,False,4
2026-02-07T16:43:53.950104,16,False,8.53,-0.23,False,4
